Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjects,subjectTerms,FindACopy,Database
World News: China Acts to Raise Profile on Climate Change,"Most of China's energy comes from burning coal, a major source of carbon emissions. [...] last year, China was doing pretty well, lowering the relative use of energy by 14.4%, the government said.",251439065,Newspapers,"Oster, Shai",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," May 8, 2010",0099-9660, English, English, A.10," New York, N.Y.","May 8, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/251439065?accountid=14902, A.10,," Environmental policy , Climate change , Global warming , International relations , China",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=World+News%3A+China+Acts+to+Raise+Profile+on+Climate+Change&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-05-08&amp;volume=&amp;issue=&amp;spage=A.10&amp;au=Oster%2C+Shai&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
PPL to Pay $6.7 Billion For E.ON's U.S. Business,PPL's business is split between electricity-delivery utility operations in Pennsylvania and the U.K. and a U.S. generation business that sells power at wholesale market prices rather than regulated rates.,194072377,Newspapers,"Chon, Gina;Peters, Mark;Hromadko, Jan",," PPL Corp
221112
221122 , E.ON AG
221122"," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Apr 29, 2010",0099-9660, English, English, B.1," New York, N.Y.","Apr 29, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/194072377?accountid=14902, B.1,," Acquisitions & mergers , Coal-fired power plants , Regulatory approval , Electric utilities , United States--US",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=PPL+to+Pay+%246.7+Billion+For+E.ON%27s+U.S.+Business&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-04-29&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Chon%2C+Gina%3BPeters%2C+Mark%3BHromadko%2C+Jan&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
World News: Australia Will Delay Plan to Curb Emissions,"The country uses fossil fuels -- chiefly coal -- for around 90% of its electricity generation, making it the biggest per-capita polluter in the developed world.",193727246,Newspapers,"Pannett, Rachel",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Apr 28, 2010",0099-9660, English, English, A.13," New York, N.Y.","Apr 28, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/193727246?accountid=14902, A.13,," Environmental policy , Emissions control , Australia , Rudd, Kevin",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=World+News%3A+Australia+Will+Delay+Plan+to+Curb+Emissions&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-04-28&amp;volume=&amp;issue=&amp;spage=A.13&amp;au=Pannett%2C+Rachel&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
U.S. News: Coal Falls Out of Favor As Utilities Go 'Green',"Shaw Group, a Baton Rouge, La., engineering and construction firm for utilities, said two-thirds of U.S. coal-fired power plants would need to be equipped with pollution-control equipment or converted to cleaner-burning fuels in the next 10 years, or retired.",89138632,Newspapers,"Smith, Rebecca",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Apr 23, 2010",0099-9660, English, English, A.5," New York, N.Y.","Apr 23, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/89138632?accountid=14902, A.5,," Electric rates , Natural gas , Conversion , Pollution control , Coal-fired power plants , Electric utilities , United States--US",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Coal+Falls+Out+of+Favor+As+Utilities+Go+%27Green%27&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-04-23&amp;volume=&amp;issue=&amp;spage=A.5&amp;au=Smith%2C+Rebecca&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Green Energy Rush Hit by Headwinds,"Europe is making a huge bet on wind energy. Because there is little room in its crowded countryside for sprawling wind-tower complexes, planners are increasingly looking to the sea.",193974845,Newspapers,"Chazan, Guy",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Apr 21, 2010",0099-9660, English, English, A.1," New York, N.Y.","Apr 21, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/193974845?accountid=14902, A.1,," Turbines , Windmills , Wind power , North Sea , Europe",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Green+Energy+Rush+Hit+by+Headwinds&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-04-21&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Chazan%2C+Guy&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"The 40th Anniversary of Earth Day (A Special Report) --- Nuclear's Fall -- and Rise: As some environmentalists begin to offer more support, the future of nuclear power in the U.S. still depends on whether it makes economic sense","In announcing the first guarantees for two new reactors planned in Georgia, President Obama made clear the connection he sees with global warming: ""To meet our growing energy needs and prevent the worst consequences of climate change,"" he said, ""we need to increase our supply of nuclear power.""",399134218,Newspapers,"Totty, Michael",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Feature," Apr 17, 2010",0099-9660, English, English, R.6," New York, N.Y.","Apr 17, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/399134218?accountid=14902, R.6,," Nuclear power plants , Series & special reports , Energy policy , Nuclear energy , United States--US",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+40th+Anniversary+of+Earth+Day+%28A+Special+Report%29+---+Nuclear%27s+Fall+--+and+Rise%3A+As+some+environmentalists+begin+to+offer+more+support%2C+the+future+of+nuclear+power+in+the+U.S.+still+depends+on+whether+it+makes+economic+sense&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-04-17&amp;volume=&amp;issue=&amp;spage=R.6&amp;au=Totty%2C+Michael&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Obama Gets Reasonable on the Environment,[...] Mr. Obama directed the Treasury Department not to oppose the loan but to abstain when it was voted on by World Bank directors -- a decision that effectively guaranteed the loan's approval.,399115495,Newspapers,"Lomborg, Bjorn",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Commentary," Apr 17, 2010",0099-9660, English, English, A.13," New York, N.Y.","Apr 17, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/399115495?accountid=14902, A.13,," Global warming , Environmental policy , Energy policy , Offshore drilling , United States--US , Obama, Barack",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Obama+Gets+Reasonable+on+the+Environment&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-04-17&amp;volume=&amp;issue=&amp;spage=A.13&amp;au=Lomborg%2C+Bjorn&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"The 40th Anniversary of Earth Day (A Special Report) --- A New Shade of Green: Today's environmental challenges are far different from those of 40 years ago; And so, argues William Ruckelshaus, the solutions must change as well","[...] we didn't do much about it. [...] 1970, most regulation of industry was done by the states, which competed so strongly for plants and jobs that regulating companies to protect public health was beyond them.",399076951,Newspapers,"Ruckelshaus, William",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Commentary," Apr 17, 2010",0099-9660, English, English, R.1," New York, N.Y.","Apr 17, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/399076951?accountid=14902, R.1,," Series & special reports , Environmental regulations , Climate change , Environmental policy , United States--US",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+40th+Anniversary+of+Earth+Day+%28A+Special+Report%29+---+A+New+Shade+of+Green%3A+Today%27s+environmental+challenges+are+far+different+from+those+of+40+years+ago%3B+And+so%2C+argues+William+Ruckelshaus%2C+the+solutions+must+change+as+well&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-04-17&amp;volume=&amp;issue=&amp;spage=R.1&amp;au=Ruckelshaus%2C+William&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Wealth Adviser (A Special Report) --- Profiting From Disasters: Afraid of a hurricane? Pandemic? Global Warming? Consider these stocks,"While markets are certain to dip after any terrorist attack, certain individual stocks may go up, much in the way bomb-detection company Invision went from $3 in 2001 to being acquired by General Electric Co. for $50 a few years later as a result of a new urgency after Sept. 11 to detect bombs at airports. Analogic Corp., which provides X-ray scanning at airports that allows security to peer inside your locked, checked baggage, and Nice-Systems Ltd., which makes software that looks for suspicious activity on security cameras or even in cash transactions at banks.",399134043,Newspapers,"Altucher, James",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Feature," Apr 12, 2010",0099-9660, English, English, R.4," New York, N.Y.","Apr 12, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/399134043?accountid=14902, R.4,," Investments , Securities markets , Series & special reports , Disasters , Portfolio management , United States--US",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Wealth+Adviser+%28A+Special+Report%29+---+Profiting+From+Disasters%3A+Afraid+of+a+hurricane%3F+Pandemic%3F+Global+Warming%3F+Consider+these+stocks&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-04-12&amp;volume=&amp;issue=&amp;spage=R.4&amp;au=Altucher%2C+James&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
L.A.'s Global Warning,"What's really holding the city hostage is the state's global warming law and the mayor's green energy agenda, which includes boosting renewables to 40% of the city's energy portfolio by 2020.",399117142,Newspapers,Anonymous,,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Editorial," Apr 10, 2010",0099-9660, English, English, A.12," New York, N.Y.","Apr 10, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/399117142?accountid=14902, A.12,," Energy policy , Electric rates , Municipal bonds , Bond ratings , Editorials -- Electric rates , Los Angeles California",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=L.A.%27s+Global+Warning&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-04-10&amp;volume=&amp;issue=&amp;spage=A.12&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Natural Gas Is Threat To Fast Development Of Coal-Fired Power,"[...] to come are major plants under construction by Duke Energy Corp., American Electric Power Co. and Dominion Resources Inc. However, development of additional units faces serious threats from natural gas, which is being touted by many as the preferred fuel for power plants amid a surge in supply and lower emissions, expected stricter regulations on mercury and other air pollutants, and federal action on climate change.",399088622,Newspapers,"Peters, Mark",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Mar 31, 2010",0099-9660, English, English, n/a," New York, N.Y.","Mar 31, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/399088622?accountid=14902, n/a,," Coal-fired power plants , Natural gas , Technological change , Electricity distribution , Construction , Industrial plant emissions , Greenhouse gases",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Natural+Gas+Is+Threat+To+Fast+Development+Of+Coal-Fired+Power&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-03-31&amp;volume=&amp;issue=&amp;spage=&amp;au=Peters%2C+Mark&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
World News: World Watch,UNITED KINGDOM Conservatives Propose Changes to Energy Tax The U.K.'s Conservative Party proposed reforming an existing energy tax so it would act as a floor price for carbon and support the development of low-carbon electricity generation such as nuclear power and offshore wind.,399146652,Newspapers,Anonymous,,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Mar 20, 2010",0099-9660, English, English, A.11," New York, N.Y.","Mar 20, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/399146652?accountid=14902, A.11,," Energy policy , Amendments , Electricity generation",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=World+News%3A+World+Watch&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-03-20&amp;volume=&amp;issue=&amp;spage=A.11&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
World News: Climate Panel Details Its Review Plan --- U.N. Appoints Another Global Science Body to Investigate Problems in Now-Controversial 2007 Report on Warming Trend,"Peabody Energy Co., one of the country's major coal producers, filed a petition last month with the U.S. Court of Appeals in Washington challenging the Environmental Protection Agency's move to regulate greenhouse-gas emissions because it relies on IPCC determinations.",399091504,Newspapers,"Ball, Jeffrey",," InterAcademy Panel
813920 , Intergovernmental Panel on Climate Change
541712
928120"," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Mar 11, 2010",0099-9660, English, English, A.10," New York, N.Y.","Mar 11, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/399091504?accountid=14902, A.10,," Climate change , Scientists , Errors",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=World+News%3A+Climate+Panel+Details+Its+Review+Plan+---+U.N.+Appoints+Another+Global+Science+Body+to+Investigate+Problems+in+Now-Controversial+2007+Report+on+Warming+Trend&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-03-11&amp;volume=&amp;issue=&amp;spage=A.10&amp;au=Ball%2C+Jeffrey&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
